rating,speaker,audio_id,set,vk,target,lang_source
6,CEB-19-2318,spn_audio_11,set4,ak,knock,spn
8,CEB-19-2318,spn_audio_12,set4,ek,knock,spn
10,CEB-19-2318,spn_audio_13,set4,ik,knock,spn
2,CEB-19-2318,spn_audio_14,set4,ok,knock,spn
1,CEB-19-2318,spn_audio_15,set4,uk,knock,spn
1,CEB-19-2318,spn_audio_11a,set4,ak,knock,spn
1,CEB-19-2318,spn_audio_06a,set4,uk,knock,spn
2,CEB-18-3266,ceb_audio_01,set1,ik,knock,ceb
3,CEB-18-3266,ceb_audio_02,set1,ak,knock,ceb
1,CEB-18-3266,ceb_audio_03,set1,uk,knock,ceb
2,CEB-18-3266,ceb_audio_04,set1,uk,knock,ceb
2,CEB-18-3266,ceb_audio_05,set1,ak,knock,ceb
1,CEB-18-3266,ceb_audio_06,set1,ik,knock,ceb
2,CEB-18-3266,ceb_audio_07,set1,uk,knock,ceb
1,CEB-18-3266,ceb_audio_08,set1,ik,knock,ceb
3,CEB-18-3266,ceb_audio_09,set2,ak,knock,ceb
4,CEB-18-3266,ceb_audio_10,set2,ik,knock,ceb
6,CEB-18-3266,ceb_audio_11,set2,uk,knock,ceb
2,CEB-18-3266,ceb_audio_12,set2,uk,knock,ceb
1,CEB-18-3266,ceb_audio_13,set2,ak,knock,ceb
2,CEB-18-3266,ceb_audio_14,set2,ik,knock,ceb
4,CEB-18-3266,ceb_audio_15,set2,uk,knock,ceb
2,CEB-18-3266,ceb_audio_16,set2,ik,knock,ceb
2,CEB-18-3266,spn_audio_06,set3,ak,knock,spn
2,CEB-18-3266,spn_audio_07,set3,ek,knock,spn
2,CEB-18-3266,spn_audio_08,set3,ik,knock,spn
1,CEB-18-3266,spn_audio_09,set3,ok,knock,spn
2,CEB-18-3266,spn_audio_10,set3,uk,knock,spn
8,CEB-18-3266,spn_audio_11a,set3,ak,knock,spn
6,CEB-18-3266,spn_audio_15a,set3,uk,knock,spn
9,CEB-18-3266,spn_audio_11,set4,ak,knock,spn
8,CEB-18-3266,spn_audio_12,set4,ek,knock,spn
10,CEB-18-3266,spn_audio_13,set4,ik,knock,spn
3,CEB-18-3266,spn_audio_14,set4,ok,knock,spn
5,CEB-18-3266,spn_audio_15,set4,uk,knock,spn
2,CEB-18-3266,spn_audio_11a,set4,ak,knock,spn
5,CEB-18-3266,spn_audio_06a,set4,uk,knock,spn
7,CEB-17-3433,ceb_audio_01,set1,ik,knock,ceb
4,CEB-17-3433,ceb_audio_02,set1,ak,knock,ceb
4,CEB-17-3433,ceb_audio_03,set1,uk,knock,ceb
9,CEB-17-3433,ceb_audio_04,set1,uk,knock,ceb
7,CEB-17-3433,ceb_audio_05,set1,ak,knock,ceb
2,CEB-17-3433,ceb_audio_06,set1,ik,knock,ceb
8,CEB-17-3433,ceb_audio_07,set1,uk,knock,ceb
2,CEB-17-3433,ceb_audio_08,set1,ik,knock,ceb
4,CEB-17-3433,ceb_audio_09,set2,ak,knock,ceb
3,CEB-17-3433,ceb_audio_10,set2,ik,knock,ceb
8,CEB-17-3433,ceb_audio_11,set2,uk,knock,ceb
9,CEB-17-3433,ceb_audio_12,set2,uk,knock,ceb
8,CEB-17-3433,ceb_audio_13,set2,ak,knock,ceb
3,CEB-17-3433,ceb_audio_14,set2,ik,knock,ceb
8,CEB-17-3433,ceb_audio_15,set2,uk,knock,ceb
4,CEB-17-3433,ceb_audio_16,set2,ik,knock,ceb
2,CEB-17-3433,spn_audio_06,set3,ak,knock,spn
4,CEB-17-3433,spn_audio_07,set3,ek,knock,spn
2,CEB-17-3433,spn_audio_08,set3,ik,knock,spn
5,CEB-17-3433,spn_audio_09,set3,ok,knock,spn
7,CEB-17-3433,spn_audio_10,set3,uk,knock,spn
10,CEB-17-3433,spn_audio_11a,set3,ak,knock,spn
10,CEB-17-3433,spn_audio_15a,set3,uk,knock,spn
10,CEB-17-3433,spn_audio_11,set4,ak,knock,spn
5,CEB-17-3433,spn_audio_12,set4,ek,knock,spn
10,CEB-17-3433,spn_audio_13,set4,ik,knock,spn
7,CEB-17-3433,spn_audio_14,set4,ok,knock,spn
7,CEB-17-3433,spn_audio_15,set4,uk,knock,spn
4,CEB-17-3433,spn_audio_11a,set4,ak,knock,spn
9,CEB-17-3433,spn_audio_06a,set4,uk,knock,spn
6,CEB-21-3169,ceb_audio_01,set1,ik,knock,ceb
6,CEB-21-3169,ceb_audio_02,set1,ak,knock,ceb
5,CEB-21-3169,ceb_audio_03,set1,uk,knock,ceb
9,CEB-21-3169,ceb_audio_04,set1,uk,knock,ceb
8,CEB-21-3169,ceb_audio_05,set1,ak,knock,ceb
4,CEB-21-3169,ceb_audio_06,set1,ik,knock,ceb
6,CEB-21-3169,ceb_audio_07,set1,uk,knock,ceb
5,CEB-21-3169,ceb_audio_08,set1,ik,knock,ceb
4,CEB-21-3169,ceb_audio_09,set2,ak,knock,ceb
4,CEB-21-3169,ceb_audio_10,set2,ik,knock,ceb
5,CEB-21-3169,ceb_audio_11,set2,uk,knock,ceb
5,CEB-21-3169,ceb_audio_12,set2,uk,knock,ceb
4,CEB-21-3169,ceb_audio_13,set2,ak,knock,ceb
6,CEB-21-3169,ceb_audio_14,set2,ik,knock,ceb
8,CEB-21-3169,ceb_audio_15,set2,uk,knock,ceb
4,CEB-21-3169,ceb_audio_16,set2,ik,knock,ceb
3,CEB-21-3169,spn_audio_06,set3,ak,knock,spn
2,CEB-21-3169,spn_audio_07,set3,ek,knock,spn
1,CEB-21-3169,spn_audio_08,set3,ik,knock,spn
2,CEB-21-3169,spn_audio_09,set3,ok,knock,spn
1,CEB-21-3169,spn_audio_10,set3,uk,knock,spn
2,CEB-21-3169,spn_audio_11a,set3,ak,knock,spn
2,CEB-21-3169,spn_audio_15a,set3,uk,knock,spn
3,CEB-21-3169,spn_audio_11,set4,ak,knock,spn
5,CEB-21-3169,spn_audio_12,set4,ek,knock,spn
1,CEB-21-3169,spn_audio_13,set4,ik,knock,spn
8,CEB-21-3169,spn_audio_14,set4,ok,knock,spn
8,CEB-21-3169,spn_audio_15,set4,uk,knock,spn
3,CEB-21-3169,spn_audio_11a,set4,ak,knock,spn
2,CEB-21-3169,spn_audio_06a,set4,uk,knock,spn
1,CEB-22-3181,ceb_audio_01,set1,ik,knock,ceb
1,CEB-22-3181,ceb_audio_02,set1,ak,knock,ceb
1,CEB-22-3181,ceb_audio_03,set1,uk,knock,ceb
2,CEB-22-3181,ceb_audio_04,set1,uk,knock,ceb
2,CEB-22-3181,ceb_audio_05,set1,ak,knock,ceb
2,CEB-22-3181,ceb_audio_06,set1,ik,knock,ceb
2,CEB-22-3181,ceb_audio_07,set1,uk,knock,ceb
2,CEB-22-3181,ceb_audio_08,set1,ik,knock,ceb
2,CEB-22-3181,ceb_audio_09,set2,ak,knock,ceb
2,CEB-22-3181,ceb_audio_10,set2,ik,knock,ceb
2,CEB-22-3181,ceb_audio_11,set2,uk,knock,ceb
1,CEB-22-3181,ceb_audio_12,set2,uk,knock,ceb
1,CEB-22-3181,ceb_audio_13,set2,ak,knock,ceb
2,CEB-22-3181,ceb_audio_14,set2,ik,knock,ceb
2,CEB-22-3181,ceb_audio_15,set2,uk,knock,ceb
2,CEB-22-3181,ceb_audio_16,set2,ik,knock,ceb
2,CEB-22-3181,spn_audio_06,set3,ak,knock,spn
2,CEB-22-3181,spn_audio_07,set3,ek,knock,spn
2,CEB-22-3181,spn_audio_08,set3,ik,knock,spn
2,CEB-22-3181,spn_audio_09,set3,ok,knock,spn
2,CEB-22-3181,spn_audio_10,set3,uk,knock,spn
1,CEB-22-3181,spn_audio_11a,set3,ak,knock,spn
1,CEB-22-3181,spn_audio_15a,set3,uk,knock,spn
1,CEB-22-3181,spn_audio_11,set4,ak,knock,spn
1,CEB-22-3181,spn_audio_12,set4,ek,knock,spn
2,CEB-22-3181,spn_audio_13,set4,ik,knock,spn
1,CEB-22-3181,spn_audio_14,set4,ok,knock,spn
2,CEB-22-3181,spn_audio_15,set4,uk,knock,spn
1,CEB-22-3181,spn_audio_11a,set4,ak,knock,spn
1,CEB-22-3181,spn_audio_06a,set4,uk,knock,spn
6,CEB-27-2685,ceb_audio_01,set1,ik,knock,ceb
7,CEB-27-2685,ceb_audio_02,set1,ak,knock,ceb
8,CEB-27-2685,ceb_audio_03,set1,uk,knock,ceb
10,CEB-27-2685,ceb_audio_04,set1,uk,knock,ceb
10,CEB-27-2685,ceb_audio_05,set1,ak,knock,ceb
8,CEB-27-2685,ceb_audio_06,set1,ik,knock,ceb
5,CEB-27-2685,ceb_audio_07,set1,uk,knock,ceb
5,CEB-27-2685,ceb_audio_08,set1,ik,knock,ceb
4,CEB-27-2685,ceb_audio_09,set2,ak,knock,ceb
6,CEB-27-2685,ceb_audio_10,set2,ik,knock,ceb
7,CEB-27-2685,ceb_audio_11,set2,uk,knock,ceb
7,CEB-27-2685,ceb_audio_12,set2,uk,knock,ceb
5,CEB-27-2685,ceb_audio_13,set2,ak,knock,ceb
6,CEB-27-2685,ceb_audio_14,set2,ik,knock,ceb
9,CEB-27-2685,ceb_audio_15,set2,uk,knock,ceb
7,CEB-27-2685,ceb_audio_16,set2,ik,knock,ceb
5,CEB-27-2685,spn_audio_06,set3,ak,knock,spn
5,CEB-27-2685,spn_audio_07,set3,ek,knock,spn
4,CEB-27-2685,spn_audio_08,set3,ik,knock,spn
6,CEB-27-2685,spn_audio_09,set3,ok,knock,spn
4,CEB-27-2685,spn_audio_10,set3,uk,knock,spn
7,CEB-27-2685,spn_audio_11a,set3,ak,knock,spn
6,CEB-27-2685,spn_audio_15a,set3,uk,knock,spn
8,CEB-27-2685,spn_audio_11,set4,ak,knock,spn
6,CEB-27-2685,spn_audio_12,set4,ek,knock,spn
9,CEB-27-2685,spn_audio_13,set4,ik,knock,spn
7,CEB-27-2685,spn_audio_14,set4,ok,knock,spn
6,CEB-27-2685,spn_audio_15,set4,uk,knock,spn
6,CEB-27-2685,spn_audio_11a,set4,ak,knock,spn
6,CEB-27-2685,spn_audio_06a,set4,uk,knock,spn
1,CEB-18-5378,ceb_audio_01,set1,ik,knock,ceb
1,CEB-18-5378,ceb_audio_02,set1,ak,knock,ceb
1,CEB-18-5378,ceb_audio_03,set1,uk,knock,ceb
7,CEB-18-5378,ceb_audio_04,set1,uk,knock,ceb
5,CEB-18-5378,ceb_audio_05,set1,ak,knock,ceb
6,CEB-18-5378,ceb_audio_06,set1,ik,knock,ceb
10,CEB-18-5378,ceb_audio_07,set1,uk,knock,ceb
3,CEB-18-5378,ceb_audio_08,set1,ik,knock,ceb
1,CEB-18-5378,ceb_audio_09,set2,ak,knock,ceb
1,CEB-18-5378,ceb_audio_10,set2,ik,knock,ceb
5,CEB-18-5378,ceb_audio_11,set2,uk,knock,ceb
6,CEB-18-5378,ceb_audio_12,set2,uk,knock,ceb
4,CEB-18-5378,ceb_audio_13,set2,ak,knock,ceb
4,CEB-18-5378,ceb_audio_14,set2,ik,knock,ceb
7,CEB-18-5378,ceb_audio_15,set2,uk,knock,ceb
1,CEB-18-5378,ceb_audio_16,set2,ik,knock,ceb
1,CEB-18-5378,spn_audio_06,set3,ak,knock,spn
1,CEB-18-5378,spn_audio_07,set3,ek,knock,spn
1,CEB-18-5378,spn_audio_08,set3,ik,knock,spn
1,CEB-18-5378,spn_audio_09,set3,ok,knock,spn
1,CEB-18-5378,spn_audio_10,set3,uk,knock,spn
1,CEB-18-5378,spn_audio_11a,set3,ak,knock,spn
1,CEB-18-5378,spn_audio_15a,set3,uk,knock,spn
3,CEB-18-5378,spn_audio_11,set4,ak,knock,spn
3,CEB-18-5378,spn_audio_12,set4,ek,knock,spn
3,CEB-18-5378,spn_audio_13,set4,ik,knock,spn
3,CEB-18-5378,spn_audio_14,set4,ok,knock,spn
1,CEB-18-5378,spn_audio_15,set4,uk,knock,spn
1,CEB-18-5378,spn_audio_11a,set4,ak,knock,spn
1,CEB-18-5378,spn_audio_06a,set4,uk,knock,spn
1,CEB-23-2930,ceb_audio_01,set1,ik,knock,ceb
1,CEB-23-2930,ceb_audio_02,set1,ak,knock,ceb
1,CEB-23-2930,ceb_audio_03,set1,uk,knock,ceb
4,CEB-23-2930,ceb_audio_04,set1,uk,knock,ceb
5,CEB-23-2930,ceb_audio_05,set1,ak,knock,ceb
1,CEB-23-2930,ceb_audio_06,set1,ik,knock,ceb
1,CEB-23-2930,ceb_audio_07,set1,uk,knock,ceb
1,CEB-23-2930,ceb_audio_08,set1,ik,knock,ceb
1,CEB-23-2930,ceb_audio_09,set2,ak,knock,ceb
1,CEB-23-2930,ceb_audio_10,set2,ik,knock,ceb
1,CEB-23-2930,ceb_audio_11,set2,uk,knock,ceb
3,CEB-23-2930,ceb_audio_12,set2,uk,knock,ceb
2,CEB-23-2930,ceb_audio_13,set2,ak,knock,ceb
1,CEB-23-2930,ceb_audio_14,set2,ik,knock,ceb
6,CEB-23-2930,ceb_audio_15,set2,uk,knock,ceb
3,CEB-23-2930,ceb_audio_16,set2,ik,knock,ceb
1,CEB-23-2930,spn_audio_06,set3,ak,knock,spn
1,CEB-23-2930,spn_audio_07,set3,ek,knock,spn
1,CEB-23-2930,spn_audio_08,set3,ik,knock,spn
2,CEB-23-2930,spn_audio_09,set3,ok,knock,spn
1,CEB-23-2930,spn_audio_10,set3,uk,knock,spn
1,CEB-23-2930,spn_audio_11a,set3,ak,knock,spn
1,CEB-23-2930,spn_audio_15a,set3,uk,knock,spn
1,CEB-23-2930,spn_audio_11,set4,ak,knock,spn
1,CEB-23-2930,spn_audio_12,set4,ek,knock,spn
1,CEB-23-2930,spn_audio_13,set4,ik,knock,spn
1,CEB-23-2930,spn_audio_14,set4,ok,knock,spn
1,CEB-23-2930,spn_audio_15,set4,uk,knock,spn
2,CEB-23-2930,spn_audio_11a,set4,ak,knock,spn
1,CEB-23-2930,spn_audio_06a,set4,uk,knock,spn
2,CEB-24-2153,ceb_audio_01,set1,ik,knock,ceb
4,CEB-24-2153,ceb_audio_02,set1,ak,knock,ceb
1,CEB-24-2153,ceb_audio_03,set1,uk,knock,ceb
5,CEB-24-2153,ceb_audio_04,set1,uk,knock,ceb
5,CEB-24-2153,ceb_audio_05,set1,ak,knock,ceb
4,CEB-24-2153,ceb_audio_06,set1,ik,knock,ceb
3,CEB-24-2153,ceb_audio_07,set1,uk,knock,ceb
1,CEB-24-2153,ceb_audio_08,set1,ik,knock,ceb
1,CEB-24-2153,ceb_audio_09,set2,ak,knock,ceb
5,CEB-24-2153,ceb_audio_10,set2,ik,knock,ceb
6,CEB-24-2153,ceb_audio_11,set2,uk,knock,ceb
1,CEB-24-2153,ceb_audio_12,set2,uk,knock,ceb
1,CEB-24-2153,ceb_audio_13,set2,ak,knock,ceb
1,CEB-24-2153,ceb_audio_14,set2,ik,knock,ceb
10,CEB-24-2153,ceb_audio_15,set2,uk,knock,ceb
4,CEB-24-2153,ceb_audio_16,set2,ik,knock,ceb
1,CEB-24-2153,spn_audio_06,set3,ak,knock,spn
1,CEB-24-2153,spn_audio_07,set3,ek,knock,spn
1,CEB-24-2153,spn_audio_08,set3,ik,knock,spn
1,CEB-24-2153,spn_audio_09,set3,ok,knock,spn
1,CEB-24-2153,spn_audio_10,set3,uk,knock,spn
1,CEB-24-2153,spn_audio_11a,set3,ak,knock,spn
2,CEB-24-2153,spn_audio_15a,set3,uk,knock,spn
5,CEB-24-2153,spn_audio_11,set4,ak,knock,spn
4,CEB-24-2153,spn_audio_12,set4,ek,knock,spn
1,CEB-24-2153,spn_audio_13,set4,ik,knock,spn
5,CEB-24-2153,spn_audio_14,set4,ok,knock,spn
5,CEB-24-2153,spn_audio_15,set4,uk,knock,spn
3,CEB-24-2153,spn_audio_11a,set4,ak,knock,spn
1,CEB-24-2153,spn_audio_06a,set4,uk,knock,spn
2,CEB-10-3119,ceb_audio_01,set1,ik,knock,ceb
5,CEB-10-3119,ceb_audio_02,set1,ak,knock,ceb
4,CEB-10-3119,ceb_audio_03,set1,uk,knock,ceb
8,CEB-10-3119,ceb_audio_04,set1,uk,knock,ceb
6,CEB-10-3119,ceb_audio_05,set1,ak,knock,ceb
2,CEB-10-3119,ceb_audio_06,set1,ik,knock,ceb
3,CEB-10-3119,ceb_audio_07,set1,uk,knock,ceb
2,CEB-10-3119,ceb_audio_08,set1,ik,knock,ceb
5,CEB-10-3119,ceb_audio_09,set2,ak,knock,ceb
2,CEB-10-3119,ceb_audio_10,set2,ik,knock,ceb
3,CEB-10-3119,ceb_audio_11,set2,uk,knock,ceb
6,CEB-10-3119,ceb_audio_12,set2,uk,knock,ceb
3,CEB-10-3119,ceb_audio_13,set2,ak,knock,ceb
2,CEB-10-3119,ceb_audio_14,set2,ik,knock,ceb
10,CEB-10-3119,ceb_audio_15,set2,uk,knock,ceb
3,CEB-10-3119,ceb_audio_16,set2,ik,knock,ceb
4,CEB-10-3119,spn_audio_06,set3,ak,knock,spn
5,CEB-10-3119,spn_audio_07,set3,ek,knock,spn
6,CEB-10-3119,spn_audio_08,set3,ik,knock,spn
9,CEB-10-3119,spn_audio_09,set3,ok,knock,spn
9,CEB-10-3119,spn_audio_10,set3,uk,knock,spn
5,CEB-10-3119,spn_audio_11a,set3,ak,knock,spn
4,CEB-10-3119,spn_audio_15a,set3,uk,knock,spn
8,CEB-10-3119,spn_audio_11,set4,ak,knock,spn
6,CEB-10-3119,spn_audio_12,set4,ek,knock,spn
7,CEB-10-3119,spn_audio_13,set4,ik,knock,spn
6,CEB-10-3119,spn_audio_14,set4,ok,knock,spn
4,CEB-10-3119,spn_audio_15,set4,uk,knock,spn
3,CEB-10-3119,spn_audio_11a,set4,ak,knock,spn
5,CEB-10-3119,spn_audio_06a,set4,uk,knock,spn
2,CEB-17-2093,ceb_audio_01,set1,ik,knock,ceb
4,CEB-17-2093,ceb_audio_02,set1,ak,knock,ceb
2,CEB-17-2093,ceb_audio_03,set1,uk,knock,ceb
7,CEB-17-2093,ceb_audio_04,set1,uk,knock,ceb
5,CEB-17-2093,ceb_audio_05,set1,ak,knock,ceb
6,CEB-17-2093,ceb_audio_06,set1,ik,knock,ceb
10,CEB-17-2093,ceb_audio_07,set1,uk,knock,ceb
6,CEB-17-2093,ceb_audio_08,set1,ik,knock,ceb
5,CEB-17-2093,ceb_audio_09,set2,ak,knock,ceb
4,CEB-17-2093,ceb_audio_10,set2,ik,knock,ceb
8,CEB-17-2093,ceb_audio_11,set2,uk,knock,ceb
10,CEB-17-2093,ceb_audio_12,set2,uk,knock,ceb
10,CEB-17-2093,ceb_audio_13,set2,ak,knock,ceb
10,CEB-17-2093,ceb_audio_14,set2,ik,knock,ceb
10,CEB-17-2093,ceb_audio_15,set2,uk,knock,ceb
10,CEB-17-2093,ceb_audio_16,set2,ik,knock,ceb
7,CEB-17-2093,spn_audio_06,set3,ak,knock,spn
5,CEB-17-2093,spn_audio_07,set3,ek,knock,spn
5,CEB-17-2093,spn_audio_08,set3,ik,knock,spn
7,CEB-17-2093,spn_audio_09,set3,ok,knock,spn
8,CEB-17-2093,spn_audio_10,set3,uk,knock,spn
7,CEB-17-2093,spn_audio_11a,set3,ak,knock,spn
5,CEB-17-2093,spn_audio_15a,set3,uk,knock,spn
3,CEB-17-2093,spn_audio_11,set4,ak,knock,spn
10,CEB-17-2093,spn_audio_12,set4,ek,knock,spn
9,CEB-17-2093,spn_audio_13,set4,ik,knock,spn
8,CEB-17-2093,spn_audio_14,set4,ok,knock,spn
8,CEB-17-2093,spn_audio_15,set4,uk,knock,spn
4,CEB-17-2093,spn_audio_11a,set4,ak,knock,spn
10,CEB-17-2093,spn_audio_06a,set4,uk,knock,spn
7,CEB-23-2446,ceb_audio_01,set1,ik,knock,ceb
7,CEB-23-2446,ceb_audio_02,set1,ak,knock,ceb
8,CEB-23-2446,ceb_audio_03,set1,uk,knock,ceb
9,CEB-23-2446,ceb_audio_04,set1,uk,knock,ceb
9,CEB-23-2446,ceb_audio_05,set1,ak,knock,ceb
8,CEB-23-2446,ceb_audio_06,set1,ik,knock,ceb
8,CEB-23-2446,ceb_audio_07,set1,uk,knock,ceb
7,CEB-23-2446,ceb_audio_08,set1,ik,knock,ceb
8,CEB-23-2446,ceb_audio_09,set2,ak,knock,ceb
8,CEB-23-2446,ceb_audio_10,set2,ik,knock,ceb
9,CEB-23-2446,ceb_audio_11,set2,uk,knock,ceb
9,CEB-23-2446,ceb_audio_12,set2,uk,knock,ceb
9,CEB-23-2446,ceb_audio_13,set2,ak,knock,ceb
8,CEB-23-2446,ceb_audio_14,set2,ik,knock,ceb
9,CEB-23-2446,ceb_audio_15,set2,uk,knock,ceb
9,CEB-23-2446,ceb_audio_16,set2,ik,knock,ceb
6,CEB-23-2446,spn_audio_06,set3,ak,knock,spn
6,CEB-23-2446,spn_audio_07,set3,ek,knock,spn
6,CEB-23-2446,spn_audio_08,set3,ik,knock,spn
9,CEB-23-2446,spn_audio_09,set3,ok,knock,spn
8,CEB-23-2446,spn_audio_10,set3,uk,knock,spn
7,CEB-23-2446,spn_audio_11a,set3,ak,knock,spn
8,CEB-23-2446,spn_audio_15a,set3,uk,knock,spn
8,CEB-23-2446,spn_audio_11,set4,ak,knock,spn
9,CEB-23-2446,spn_audio_12,set4,ek,knock,spn
9,CEB-23-2446,spn_audio_13,set4,ik,knock,spn
9,CEB-23-2446,spn_audio_14,set4,ok,knock,spn
8,CEB-23-2446,spn_audio_15,set4,uk,knock,spn
7,CEB-23-2446,spn_audio_11a,set4,ak,knock,spn
7,CEB-23-2446,spn_audio_06a,set4,uk,knock,spn
1,CEB-27-2536,ceb_audio_01,set1,ik,knock,ceb
1,CEB-27-2536,ceb_audio_02,set1,ak,knock,ceb
1,CEB-27-2536,ceb_audio_03,set1,uk,knock,ceb
10,CEB-27-2536,ceb_audio_04,set1,uk,knock,ceb
9,CEB-27-2536,ceb_audio_05,set1,ak,knock,ceb
2,CEB-27-2536,ceb_audio_06,set1,ik,knock,ceb
5,CEB-27-2536,ceb_audio_07,set1,uk,knock,ceb
1,CEB-27-2536,ceb_audio_08,set1,ik,knock,ceb
1,CEB-27-2536,ceb_audio_09,set2,ak,knock,ceb
1,CEB-27-2536,ceb_audio_10,set2,ik,knock,ceb
4,CEB-27-2536,ceb_audio_11,set2,uk,knock,ceb
4,CEB-27-2536,ceb_audio_12,set2,uk,knock,ceb
1,CEB-27-2536,ceb_audio_13,set2,ak,knock,ceb
1,CEB-27-2536,ceb_audio_14,set2,ik,knock,ceb
1,CEB-27-2536,ceb_audio_15,set2,uk,knock,ceb
2,CEB-27-2536,ceb_audio_16,set2,ik,knock,ceb
1,CEB-27-2536,spn_audio_06,set3,ak,knock,spn
1,CEB-27-2536,spn_audio_07,set3,ek,knock,spn
1,CEB-27-2536,spn_audio_08,set3,ik,knock,spn
10,CEB-27-2536,spn_audio_09,set3,ok,knock,spn
10,CEB-27-2536,spn_audio_10,set3,uk,knock,spn
1,CEB-27-2536,spn_audio_11a,set3,ak,knock,spn
1,CEB-27-2536,spn_audio_15a,set3,uk,knock,spn
1,CEB-27-2536,spn_audio_11,set4,ak,knock,spn
1,CEB-27-2536,spn_audio_12,set4,ek,knock,spn
7,CEB-27-2536,spn_audio_13,set4,ik,knock,spn
9,CEB-27-2536,spn_audio_14,set4,ok,knock,spn
9,CEB-27-2536,spn_audio_15,set4,uk,knock,spn
1,CEB-27-2536,spn_audio_11a,set4,ak,knock,spn
8,CEB-27-2536,spn_audio_06a,set4,uk,knock,spn
3,CEB-23-3013,ceb_audio_01,set1,ik,knock,ceb
3,CEB-23-3013,ceb_audio_02,set1,ak,knock,ceb
2,CEB-23-3013,ceb_audio_03,set1,uk,knock,ceb
6,CEB-23-3013,ceb_audio_04,set1,uk,knock,ceb
7,CEB-23-3013,ceb_audio_05,set1,ak,knock,ceb
2,CEB-23-3013,ceb_audio_06,set1,ik,knock,ceb
4,CEB-23-3013,ceb_audio_07,set1,uk,knock,ceb
2,CEB-23-3013,ceb_audio_08,set1,ik,knock,ceb
2,CEB-23-3013,ceb_audio_09,set2,ak,knock,ceb
6,CEB-23-3013,ceb_audio_10,set2,ik,knock,ceb
4,CEB-23-3013,ceb_audio_11,set2,uk,knock,ceb
4,CEB-23-3013,ceb_audio_12,set2,uk,knock,ceb
3,CEB-23-3013,ceb_audio_13,set2,ak,knock,ceb
3,CEB-23-3013,ceb_audio_14,set2,ik,knock,ceb
6,CEB-23-3013,ceb_audio_15,set2,uk,knock,ceb
2,CEB-23-3013,ceb_audio_16,set2,ik,knock,ceb
1,CEB-23-3013,spn_audio_06,set3,ak,knock,spn
1,CEB-23-3013,spn_audio_07,set3,ek,knock,spn
1,CEB-23-3013,spn_audio_08,set3,ik,knock,spn
2,CEB-23-3013,spn_audio_09,set3,ok,knock,spn
2,CEB-23-3013,spn_audio_10,set3,uk,knock,spn
8,CEB-23-3013,spn_audio_11a,set3,ak,knock,spn
6,CEB-23-3013,spn_audio_15a,set3,uk,knock,spn
8,CEB-23-3013,spn_audio_11,set4,ak,knock,spn
8,CEB-23-3013,spn_audio_12,set4,ek,knock,spn
9,CEB-23-3013,spn_audio_13,set4,ik,knock,spn
6,CEB-23-3013,spn_audio_14,set4,ok,knock,spn
5,CEB-23-3013,spn_audio_15,set4,uk,knock,spn
2,CEB-23-3013,spn_audio_11a,set4,ak,knock,spn
2,CEB-23-3013,spn_audio_06a,set4,uk,knock,spn
